quantidade de objs,fps
1070,5.3432875216742
1071,5.32584590413286
1074,5.3249355550792
1102,5.46186335850887
1073,5.30774575261804
1097,5.40209990424358
1107,5.4339822775
1042,5.1076748944065
1101,5.39429025173563
1073,5.23372233834149
1103,5.37605505087243
1107,5.39367052765539
1107,5.39100704534439
1106,5.38136669482495
1105,5.37496277833398
1075,5.21581748810307
1109,5.37557532093913
1077,5.2172815144483
1105,5.29956029538086
1105,5.28831636393357
1111,5.31616283623992
1108,5.30071485451075
1107,5.28824365263619
1076,5.13766633853269
1097,5.2357418966713
1077,5.13898117641918
1095,5.22218027059059
1109,5.25185810737017
1111,5.24796365889824
1093,5.15965521118916
1109,5.23384286537543
1112,5.24793336380801
1114,5.25388340785559
1111,5.22865701434611
1110,5.2224666335416
1109,5.21435700194435
1111,5.21151181270732
1109,5.20083816708879
1111,5.20754948852221
1112,5.20866701366186
1107,5.18495243834132
1109,5.19363426634078
1103,5.16445163342287
1107,5.18116460145047
1111,5.19220504630489
1111,5.19193547047427
1115,5.20759016680991
1112,5.19228053276588
1110,5.17918155458562
1105,5.15171013596443
1110,5.17411411400185
1114,5.18850621345378
1111,5.17356000425782
1110,5.16763551223078
1115,5.18645567474256
1110,5.16074161933796
1111,5.15832977405212
1114,5.16618052910475
1107,5.13177368466535
1112,5.1436360361714
1112,5.13694847782932
1107,5.11266001978289
1107,5.11138996596196
1098,5.06319628439566
1100,5.06816170686028
1115,5.12955722684704
1096,5.04194138935724
1111,5.10444719842775
1109,5.08844998174372
1114,5.11112087901449
1113,5.10473642966362
1118,5.11789322946103
1109,5.07548515299282
1116,5.10676196568107
1114,5.0969075023283
1091,4.98040459808837
1106,5.04587966091066
1099,5.00497494499514
1119,5.09153562737863
1111,5.05439284861132
1114,5.05891101877009
1111,5.0450675886088
1112,5.0452941279309
1109,5.02265216113127
1116,5.04508286058069
1111,5.02228387356325
1109,5.00949800826804
1107,4.99866285776024
1113,5.02558272885751
1116,5.03565495497987
1112,5.01590292020914
1114,5.00469440330089
1116,5.00620769753382
1118,4.99919762892723
1119,4.99837053105529
1116,4.98123320387561
1118,4.98611118717552
1118,4.98307498571919
1116,4.9723265168626
1110,4.93764495077227
1101,4.89756497960994
1119,4.97580762329142
1121,4.98185856190431
1119,4.95852196369409
1114,4.93334070050197
1112,4.9210297747908
1121,4.95800814991768
1116,4.93449458436884
1106,4.88577306853351
1110,4.89912217521675
1117,4.91749911728779
1121,4.90258322001838
1116,4.86459402537081
1111,4.84274399555568
1111,4.84125992829543
1123,4.88437464141018
1112,4.83524156131626
1116,4.84518190257162
1123,4.87114838294739
1122,4.82344502986385
1115,4.78224753199885
1116,4.77306464160868
1124,4.79581804669914
1106,4.69871377417431
1115,4.70279289459675
1123,4.35145482192974
